epoch,Top2Acc,Top3Acc,acc,loss,val_Top2Acc,val_Top3Acc,val_acc,val_loss
0,0.5636574074074074,0.8148148148148148,0.2847222222222222,1.4564851721127827,0.5098039216660206,0.8529411764705882,0.3431372551941404,1.2925371297823838
1,0.6932870370370371,0.8848379629629629,0.421875,1.2394061265168366,0.7941176470588235,0.8986928104575164,0.5294117647058824,1.1751939418658712
2,0.8402777777777778,0.9629629629629629,0.5202546296296297,0.9906954599751366,0.8137254901960784,0.9607843137254902,0.5653594779033287,1.1866434368432737
3,0.8877314814814815,0.9751157407407407,0.5856481481481481,0.872105825830389,0.7777777777777778,0.8986928104575164,0.5359477135870192,1.6250290301890156
4,0.9004629629629629,0.9791666666666666,0.5960648148148148,0.8158206785166705,0.8104575163398693,0.9183006535947712,0.5392156862745098,1.5423240223351646
5,0.9201388888888888,0.9849537037037037,0.6273148148148148,0.7608328842454486,0.826797385620915,0.9117647058823529,0.5849673202614379,1.5434369489647983
6,0.9114583333333334,0.9907407407407407,0.6412037037037037,0.7597496034922423,0.8137254901960784,0.8954248366013072,0.5718954248366013,1.6960112019107232
7,0.9137731481481481,0.9861111111111112,0.6359953703703703,0.7443395643322556,0.7058823529411765,0.8660130718954249,0.5065359492707097,2.1700628999791114
8,0.9299768518518519,0.9924768518518519,0.6637731481481481,0.6989420862109573,0.7941176470588235,0.8921568627450981,0.5849673206510108,1.647549264571246
9,0.9375,0.9936342592592593,0.6672453703703703,0.6978210199762274,0.803921568627451,0.8954248366013072,0.5882352945072199,1.7082616349840476
10,0.9363425925925926,0.9924768518518519,0.6724537037037037,0.6819162992415605,0.7647058823529411,0.8758169934640523,0.5490196074535644,2.0350499799828126
11,0.9357638888888888,0.9901620370370371,0.6724537037037037,0.6770653200370295,0.7810457516339869,0.8758169934640523,0.5751633990823833,1.8996043246166379
12,0.9484953703703703,0.9953703703703703,0.6782407407407407,0.6658882868510706,0.8137254901960784,0.8888888888888888,0.5751633990823833,1.7865055195646349
13,0.9444444444444444,0.9947916666666666,0.6984953703703703,0.637987071165332,0.8006535947712419,0.8790849673202614,0.575163397524092,2.0456750568221596
14,0.9432870370370371,0.9947916666666666,0.6950231481481481,0.6315614862574471,0.7941176470588235,0.8921568627450981,0.5816993467948016,1.9085007235894795
15,0.9386574074074074,0.9959490740740741,0.6770833333333334,0.6430282879758764,0.803921568627451,0.8823529411764706,0.5849673190927194,1.9750666446935117
16,0.9502314814814815,0.9942129629629629,0.6944444444444444,0.6178144222056424,0.8202614379084967,0.9019607843137255,0.591503268363429,1.8145821088669347
17,0.9403935185185185,0.9947916666666666,0.6927083333333334,0.6489975573839964,0.8169934640522876,0.8954248366013072,0.5816993452365102,1.849771112203598
18,0.9525462962962963,0.9936342592592593,0.7158564814814815,0.5991302993562486,0.803921568627451,0.8921568627450981,0.575163397524092,1.9194071014332617
19,0.9490740740740741,0.9959490740740741,0.6979166666666666,0.6090602389088383,0.7843137254901961,0.8823529411764706,0.5718954236678828,1.9820630186133914
20,0.9577546296296297,0.9953703703703703,0.7002314814814815,0.6056052771983323,0.803921568627451,0.8921568627450981,0.5751633990823833,1.915655140588486
21,0.9508101851851852,0.9953703703703703,0.7170138888888888,0.5814090729863556,0.8104575163398693,0.8888888888888888,0.575163397524092,1.9014335142241583
22,0.9513888888888888,0.9982638888888888,0.6990740740740741,0.6023186792929968,0.8071895424836601,0.8856209150326797,0.5718954236678828,2.0149059794307536
23,0.9548611111111112,0.9971064814814815,0.7141203703703703,0.5864515768157111,0.803921568627451,0.8921568627450981,0.5784313713803011,1.918097794640298
24,0.9484953703703703,0.9959490740740741,0.7112268518518519,0.6061368877137149,0.7973856209150327,0.8921568627450981,0.5653594759554644,2.001313257061578
25,0.9554398148148148,0.9936342592592593,0.71875,0.5842987889492953,0.8071895424836601,0.8888888888888888,0.5751633971345191,1.9537860852440978
26,0.9542824074074074,0.9965277777777778,0.7303240740740741,0.5863076994816462,0.8137254901960784,0.8888888888888888,0.5751633971345191,1.9153283907502305
27,0.9513888888888888,0.9942129629629629,0.7245370370370371,0.565316637357076,0.7941176470588235,0.8823529411764706,0.5718954236678828,2.0346590233784094
28,0.9519675925925926,0.9982638888888888,0.7228009259259259,0.5684277067581812,0.8071895424836601,0.8888888888888888,0.5784313713803011,1.9983071201767018
29,0.9594907407407407,0.9959490740740741,0.7413194444444444,0.5515911496347852,0.8071895424836601,0.8921568627450981,0.5784313713803011,1.96291681247599
