epoch,Top2Acc,Top3Acc,acc,loss,val_Top2Acc,val_Top3Acc,val_acc,val_loss
0,0.5029354205492347,0.748858447138655,0.26549249798040025,1.4908108792115253,0.36162361700596407,0.8487084870848709,0.2140221402214022,1.389526056187619
1,0.5909980430333971,0.8193085449471321,0.32159165048513705,1.396511996873282,0.3690036904218012,0.5350553508834205,0.25092250922509224,1.3520255682653166
2,0.613176777443696,0.8343118069923088,0.33594259646929564,1.3631884538497476,0.33579335793357934,0.4428044282367309,0.22140221402214022,1.5788278188212772
3,0.6288323544709417,0.8486627525779366,0.36138290924063243,1.3325068311448667,0.34686346863468637,0.7527675278952201,0.11439114391143912,1.5265589767716468
4,0.6249184604182557,0.866275277739635,0.36725375058210835,1.3323838045919012,0.31365313653136534,0.4612546129310263,0.2066420664206642,1.600539302913905
5,0.6523157211199199,0.8669275934604438,0.3744292237248517,1.312012261140603,0.3210332103321033,0.667896679846563,0.11808118081180811,1.5891588952708509
6,0.6992824521627756,0.8741030656117205,0.3939986954074394,1.2757249743971106,0.3726937274871277,0.8450184501845018,0.1070110701107011,1.7492549978059155
7,0.7234181338327038,0.9028049572495487,0.4474885844360048,1.239953850580055,0.4870848711786235,0.7232472331321548,0.13284132879818497,1.6307074201063037
8,0.7482061320010619,0.8975864319107693,0.48532289610683566,1.1936817170744696,0.32472324761737315,0.583025830808161,0.12177121771217712,1.9722938185688315
9,0.7723418128933692,0.9086757991645201,0.5205479451665984,1.1479208795214042,0.29520295222197074,0.6863468645683514,0.1070110701107011,2.012759753258906
10,0.7808219179637433,0.9132420095601116,0.5316373120704198,1.1347272003000264,0.48339483427825447,0.7970479709195915,0.2767527678575903,1.7016949543653819
11,0.7756033922750345,0.9158512717434882,0.532941943939729,1.1323809737250918,0.5571955720656913,0.8118081180811808,0.35424354276533937,1.5712313801600044
12,0.7775603394374611,0.9210697975099592,0.5179386819334335,1.1286066165564501,0.5202952030620012,0.8118081180811808,0.2878228785586973,1.755298373444054
13,0.7925636002384442,0.9269406389972391,0.555772993740348,1.0934672290331697,0.4760147604775165,0.8007380073800738,0.2509225095550073,1.890733695997963
14,0.813437704081949,0.9243313761140036,0.5538160465779214,1.0642152992013383,0.6236162372620783,0.8450184501845018,0.3985239867794558,1.6105748568953624
15,0.825179387250914,0.9341161121983039,0.5714285719340251,1.0643396266363683,0.701107011949884,0.8339483394833949,0.5018450195499012,1.4618576234996978
16,0.8056099156266479,0.932159164685948,0.5557729943624448,1.071589239072893,0.6236162372620783,0.8191881918819188,0.42066420796172643,1.5931914921616277
17,0.812785388205616,0.926940639697098,0.5570776258818246,1.0677265043905648,0.5498154996945849,0.8228782287822878,0.321033210442075,1.8127135227527125
18,0.8199608612122756,0.942596216296652,0.5799086757602057,1.0487711702540896,0.5719557208768556,0.8265682656826568,0.37269372847687277,1.7901552374512506
19,0.8277886502119115,0.9393346383924664,0.585127201876606,1.0171736777411982,0.6125461265609713,0.8191881918819188,0.4022140232399381,1.7428339499829
20,0.8277886501341495,0.9393346379647749,0.5929549897486917,1.0129917570367328,0.5793357944576503,0.8413284132841329,0.35055350685471537,1.799164482148371
21,0.8317025441868353,0.9445531641589374,0.6060013045147985,1.01400845290319,0.6568265693653994,0.8450184501845018,0.4870848719484252,1.6252704181354425
22,0.8173515983290401,0.9360730594384927,0.5733855184160334,1.0145433713467542,0.6051660527602333,0.8376383763837638,0.36900369157650376,1.804386899700024
23,0.8408349639282301,0.9543378999710705,0.590998043363886,0.9867140333868675,0.6457564586642923,0.8413284132841329,0.43911439224362814,1.7616955305817383
24,0.833007175550691,0.9406392698340842,0.5929549904485505,0.9936692860106278,0.667896679846563,0.8450184501845018,0.46863468744658016,1.6240377485532163
25,0.8317025441090733,0.949119373776908,0.5981735155151626,0.9871556564864191,0.6642066431661373,0.8450184501845018,0.4870848719484252,1.7481952793483804
26,0.8421395952920858,0.9478147424130524,0.5929549901763831,0.9935703661732633,0.660516606045825,0.8413284132841329,0.46494465054621115,1.625310031910224
27,0.8401826489072801,0.9425962165688193,0.6020874106176367,0.974025639613625,0.682656827448039,0.8376383763837638,0.4870848719484252,1.6536721382633786
28,0.8440965424545124,0.9562948463558761,0.6027397262606835,0.9730057310840311,0.653136532245087,0.8376383763837638,0.44280442958388383,1.6895828049121309
29,0.8336594916991914,0.9432485327173197,0.604044357430134,0.97848739852644,0.682656827448039,0.8376383763837638,0.49077490862885087,1.6303794716117126
