epoch,Top2Acc,Top3Acc,acc,loss,val_Top2Acc,val_Top3Acc,val_acc,val_loss
0,0.7047823422310324,0.8874923357343761,0.3914776211096274,1.2134542501754808,0.6319444444444444,0.953125,0.3732638888888889,1.3402361538675096
1,0.7443286328502845,0.927038626609442,0.43408951563458004,1.1447983486823403,0.4461805555555556,0.6493055555555556,0.17708333333333334,2.365973045428594
2,0.7682403435303637,0.945432250189825,0.4607602697731453,1.1022596481312716,0.6892361111111112,0.8836805555555556,0.2690972222222222,1.4207768241564434
3,0.794604536984173,0.9524831392515078,0.4825260577247159,1.0660734086004522,0.7239583333333334,0.9166666666666666,0.4652777777777778,1.369580136405097
4,0.8083997547882309,0.9540159411404047,0.5064377684596124,1.0368146587192903,0.7239583333333334,0.9270833333333334,0.3767361111111111,1.5627066145340602
5,0.8126916003548829,0.962599632164074,0.5242182710176593,1.007190757993538,0.7309027777777778,0.9305555555555556,0.421875,1.5014851457542844
6,0.8240343345812242,0.9629061925199264,0.5447578172534613,0.9876201514595495,0.6979166666666666,0.8767361111111112,0.3819444444444444,1.4894100659423404
7,0.8332311466455021,0.9616799509503372,0.5401594116598605,0.974624516224291,0.7447916666666666,0.9427083333333334,0.4340277777777778,1.3031406667497423
8,0.8476394847958165,0.9665849169728802,0.5527283874557911,0.9535680730455424,0.7708333333333334,0.9479166666666666,0.4583333333333333,1.2987477365467284
9,0.8402820354148262,0.9708767627588011,0.558553034874795,0.9496726560709595,0.6354166666666666,0.8611111111111112,0.2829861111111111,2.1782698978980384
10,0.8448804415200547,0.9705702020740451,0.5680564070025665,0.930674180233135,0.7899305555555556,0.9618055555555556,0.4861111111111111,1.1291107568475935
11,0.8537706926803075,0.9727161248208261,0.5815450645969514,0.9182225492086825,0.8142361111111112,0.9635416666666666,0.5208333333333334,1.1199364066123962
12,0.8525444512934425,0.9687308397196612,0.5833844268417008,0.899056993365507,0.7795138888888888,0.9461805555555556,0.5208333333333334,1.2407201594776578
13,0.8577559777449275,0.9748620478599661,0.5787860208461066,0.9027561894740742,0.796875,0.953125,0.5104166666666666,1.109776645898819
14,0.8571428569601329,0.9751686079600046,0.5889025140144868,0.8800555277206941,0.7986111111111112,0.9548611111111112,0.5121527777777778,1.1658739977412753
15,0.8629675046714956,0.9733292456056207,0.5950337218624328,0.8648074234211686,0.7291666666666666,0.9236111111111112,0.4322916666666667,1.4733541210492451
16,0.8672593501650578,0.9779276517473943,0.6045370940267492,0.8498074537329261,0.7725694444444444,0.9409722222222222,0.46875,1.291965276002884
17,0.869098712190538,0.9757817290006131,0.6118945433711948,0.8511363486071294,0.7743055555555556,0.9479166666666666,0.484375,1.2494930028915405
18,0.8801348863533858,0.979767014101778,0.6207847947872613,0.8327944368251915,0.7829861111111112,0.9427083333333334,0.5017361111111112,1.25485983159807
19,0.8749233599384455,0.9788473326687722,0.6238503987112344,0.8320994251421958,0.7638888888888888,0.9513888888888888,0.5034722222222222,1.2756550345155928
20,0.879521765605136,0.9773145309625997,0.6164929493302439,0.8201013170890762,0.7881944444444444,0.9600694444444444,0.4878472222222222,1.2518702977233462
21,0.8871857753785237,0.9797670138459641,0.634273451723839,0.8120062335512522,0.7916666666666666,0.9618055555555556,0.5069444444444444,1.22916269964642
22,0.8828939302138651,0.9825260573775398,0.6290619251261745,0.8057804762184217,0.7795138888888888,0.9479166666666666,0.4913194444444444,1.292192303472095
23,0.8859595341743829,0.9776210911357278,0.6373390559401708,0.7978442610954668,0.7708333333333334,0.9375,0.4982638888888889,1.3456158770455255
24,0.884426731846948,0.9785407725321889,0.6483752298106598,0.7819267361168478,0.7534722222222222,0.9375,0.4895833333333333,1.3719181385305192
25,0.8899448191659133,0.9809932556713673,0.6492949112071208,0.7866129101163255,0.7743055555555556,0.9618055555555556,0.4878472222222222,1.3024598128265805
26,0.8960760267945903,0.9794604534535668,0.6462293073562374,0.7775957055211725,0.765625,0.9600694444444444,0.5069444444444444,1.3018002642525568
27,0.8957694663291033,0.9837522992029429,0.6591048438369241,0.7642187529513618,0.7847222222222222,0.9565972222222222,0.4809027777777778,1.3102571467558544
28,0.8963825874428015,0.9843654199877376,0.6489883506685441,0.7714112915560046,0.7690972222222222,0.9583333333333334,0.4913194444444444,1.3422041336695354
29,0.8905579397314388,0.9806866953155148,0.6541998773027533,0.7695398405239964,0.7621527777777778,0.9583333333333334,0.4930555555555556,1.3365506496694353
