epoch,Top2Acc,Top3Acc,acc,loss,val_Top2Acc,val_Top3Acc,val_acc,val_loss
0,0.5891203703703703,0.7980324074074074,0.3431712962962963,1.3912416674472667,0.43790849712159896,0.7941176470588235,0.1437908496732026,1.354107953364553
1,0.5428240740740741,0.8350694444444444,0.23206018518518517,1.3850941128200955,0.40522875894908034,0.6895424836601307,0.12745098039215685,1.3531120964904237
2,0.5700231481481481,0.8541666666666666,0.26099537037037035,1.3673120582545246,0.5490196062848459,0.7712418300653595,0.15686274514673582,1.3561374954148835
3,0.6736111111111112,0.8888888888888888,0.2974537037037037,1.3038192810835663,0.5196078431859515,0.9183006535947712,0.24183006535947713,1.2958899342935848
4,0.7517361111111112,0.9490740740740741,0.453125,1.1360703905423482,0.6666666662770938,0.9411764705882353,0.41830065361911956,1.2209494020424636
5,0.8084490740740741,0.9704861111111112,0.5271990740740741,0.9924803011947207,0.6895424824914121,0.8954248366013072,0.38235294176082985,1.294325708563811
6,0.8559027777777778,0.9745370370370371,0.6226851851851852,0.8481192257669237,0.6993464060079039,0.8790849673202614,0.4673202620222678,1.329083152845794
7,0.8964120370370371,0.9780092592592593,0.6568287037037037,0.7602302895651923,0.7026143783058216,0.9019607843137255,0.40522875821863125,1.410949290967455
8,0.8969907407407407,0.9814814814814815,0.6961805555555556,0.7112256277490545,0.7320261426221312,0.8888888888888888,0.4869281047699498,1.3717054611717174
9,0.9126157407407407,0.9826388888888888,0.7233796296296297,0.6534247850930249,0.7124182994848762,0.8921568627450981,0.4673202616326949,1.4469114444614235
10,0.9137731481481481,0.9820601851851852,0.7390046296296297,0.6202231927050484,0.7418300665281956,0.8921568611868067,0.4575163406484267,1.31350673803317
11,0.9276620370370371,0.9814814814814815,0.7390046296296297,0.5859436067166152,0.7418300641907586,0.9150326797385621,0.5032679740509955,1.3897522185363023
12,0.9340277777777778,0.9890046296296297,0.7737268518518519,0.5447221817793669,0.728758168765922,0.9084967304678524,0.4901960790157318,1.4352867424098494
13,0.9357638888888888,0.9866898148148148,0.7864583333333334,0.5195962168552257,0.7287581707137862,0.9117647043240615,0.5000000005843592,1.4091511364855798
14,0.9409722222222222,0.9884259259259259,0.7893518518518519,0.5024445851643881,0.7385620903345494,0.898692808899225,0.48366013130331353,1.4912051071528516
15,0.9403935185185185,0.9878472222222222,0.7922453703703703,0.48592196708476104,0.7254901949097129,0.8921568611868067,0.490196078626159,1.5146543956270404
16,0.9467592592592593,0.9913194444444444,0.8078703703703703,0.4643786350886027,0.7254901968575771,0.8921568611868067,0.4967320267281501,1.4812553310705945
17,0.9467592592592593,0.9872685185185185,0.8182870370370371,0.44126295381122166,0.7189542491451587,0.8856209134743884,0.5196078435268278,1.5199120184954475
18,0.9496527777777778,0.9907407407407407,0.8223379629629629,0.4285800630847613,0.7124182994848762,0.8888888873305976,0.5228758171882505,1.5790907206878164
19,0.9537037037037037,0.9913194444444444,0.8269675925925926,0.4211653239197201,0.7124182994848762,0.87908496576197,0.5294117649006688,1.5851583924948
